effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),791.4344006389325,14.433499837669716,54.83315963141406,111.58655489926305,1.5526540646929355e-82
fixed,NA,X_i,52.544209757783236,22.09284173877252,2.3783364032146728,50.61446661765329,0.021204477148689022
ran_pars,subj_id,sd__(Intercept),94.73861107315068,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.05370396846222831,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.15664538301709,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.44040716277654,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.7789230598046,NA,NA,NA,NA
fixed,NA,(Intercept),798.6236518527021,17.167877409492668,46.51848523866541,98.53773830795205,7.231038242674547e-69
fixed,NA,X_i,31.040063721023206,27.761979240106424,1.1180781979759242,49.25102790842261,0.2689577521983164
ran_pars,subj_id,sd__(Intercept),102.31134719535464,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.13740318565661347,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.385031937282,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),95.32443164635409,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.0214660778017,NA,NA,NA,NA
fixed,NA,(Intercept),806.7689487356067,14.070135988392378,57.33910101516981,111.1346522782542,2.189933400165839e-84
fixed,NA,X_i,77.14185810772999,21.506074324380727,3.5869799826868825,50.1854841802741,7.5749768884527e-4
ran_pars,subj_id,sd__(Intercept),92.26804721963046,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.20729527988408503,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.424582910545496,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.44075625748387,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.5137024422484,NA,NA,NA,NA
fixed,NA,(Intercept),789.3981408075676,17.537683554678917,45.01153977071062,87.84953867793301,1.8310061706541278e-62
fixed,NA,X_i,14.51701234379553,29.736744759073037,0.48818431410069574,49.83585258313629,0.6275604425252246
ran_pars,subj_id,sd__(Intercept),95.26571780707587,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.047541154672186815,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.24910978666799,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),102.29306102919008,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.13098511841312,NA,NA,NA,NA
fixed,NA,(Intercept),803.499706120274,14.772439629916983,54.391808411458,129.6565497526284,3.90654892045317e-91
fixed,NA,X_i,75.52231143194228,20.221667766152436,3.7347221952856695,51.48894681957605,4.712407206243394e-4
ran_pars,subj_id,sd__(Intercept),109.49484155005095,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.2883666179632542,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.472483845412185,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.12170061923123,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.82154075056332,NA,NA,NA,NA
fixed,NA,(Intercept),798.1393809347661,15.237216939618772,52.380916022761255,93.95872022696565,2.4575477989722667e-71
fixed,NA,X_i,62.68343852481169,25.158304294566374,2.491560551573021,49.918925982105115,0.016086270303736338
ran_pars,subj_id,sd__(Intercept),87.87997380800626,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.3038412749861153,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.28325588755009,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.71074718344623,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.21536460943142,NA,NA,NA,NA
fixed,NA,(Intercept),790.1595595658987,16.728387152406974,47.23465283096381,109.66923288944912,1.0018236991905071e-74
fixed,NA,X_i,75.59285507938195,25.870797982878628,2.921937511529777,49.94253687529397,0.00521230719138282
ran_pars,subj_id,sd__(Intercept),107.69504096916275,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.07910224689820022,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.2442148009836,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.33748674127425,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.3130374814829,NA,NA,NA,NA
fixed,NA,(Intercept),806.9772962544349,15.872626637076888,50.84081637562215,99.80742936280424,3.640743815953261e-73
fixed,NA,X_i,2.522550826134877,25.79186528017576,0.09780412539894,51.51199324416472,0.9224674076824371
ran_pars,subj_id,sd__(Intercept),95.76973548835069,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.04144746357503321,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.328387983893364,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.1392506514787,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.41225407172348,NA,NA,NA,NA
fixed,NA,(Intercept),799.4866955648322,14.71112472518185,54.34572206408571,127.38040903151399,5.469477464269179e-90
fixed,NA,X_i,72.04639182511634,20.75581692502726,3.4711421904209976,53.44486620174223,0.0010337800759890395
ran_pars,subj_id,sd__(Intercept),107.16168060696155,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.22866070842647596,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.47747480040361,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.36146292377174,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.4341147024786,NA,NA,NA,NA
fixed,NA,(Intercept),789.6110802140641,13.897422208328987,56.817089412512445,132.30853352572638,8.211529310105106e-95
fixed,NA,X_i,53.71266196541685,18.37426558284159,2.923254903617767,51.63965181440386,0.005131234396340787
ran_pars,subj_id,sd__(Intercept),105.89786436585098,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.1508298966464087,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.92501408602801,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),60.508987210532815,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.0788750625127,NA,NA,NA,NA
fixed,NA,(Intercept),803.0546317218887,15.37661508329462,52.225709453723596,109.61526171691581,2.7906002541230695e-79
fixed,NA,X_i,69.10352476159709,23.928832783760267,2.8878769552226315,51.731003839874944,0.005650078348452699
ran_pars,subj_id,sd__(Intercept),99.4436220635078,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.1879054033470139,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.317260569807985,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.42488237561591,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.32050842769021,NA,NA,NA,NA
fixed,NA,(Intercept),837.277590480787,13.401078169541057,62.47837523877835,98.72655298974027,3.4599251417769107e-81
fixed,NA,X_i,85.23478839802986,21.639961467697308,3.9387680299367758,50.06211897477329,2.539454133718268e-4
ran_pars,subj_id,sd__(Intercept),80.73898076880161,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.4163823435927192,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.685881542765905,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.95281843475854,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.48422993819156,NA,NA,NA,NA
fixed,NA,(Intercept),788.1501691828674,18.51200689263836,42.575079717385464,73.09193371439528,2.444681726871178e-53
fixed,NA,X_i,67.46526875049834,33.11638883369996,2.0372169528896285,48.63114857814078,0.0470898529914574
ran_pars,subj_id,sd__(Intercept),83.90045033113742,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.3827321356632433,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,27.36610173763451,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),114.97235406530062,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.1067496227441,NA,NA,NA,NA
fixed,NA,(Intercept),788.6508246043455,13.572956095698434,58.10457346534011,92.32234933876461,1.6897623314679475e-74
fixed,NA,X_i,59.85262154724204,22.530697309902862,2.656492194803716,50.055931644538106,0.010565789006328376
ran_pars,subj_id,sd__(Intercept),77.57884917894555,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.21469025415926868,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.86869670461191,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.14504147193644,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.98522285482176,NA,NA,NA,NA
fixed,NA,(Intercept),786.6222054073282,14.835581841364965,53.022673045019864,103.03471071618348,1.3211190074589385e-76
fixed,NA,X_i,115.76652804565359,23.39276915000692,4.9488167605680555,48.62469246153339,9.356693725618859e-6
ran_pars,subj_id,sd__(Intercept),91.82578666808375,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.22791284407568663,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,20.304428351297094,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.93312743079647,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.8579543369057,NA,NA,NA,NA
